date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Maximum_Load,Load_Type_Medium_Load
12/09/2018 10:00,59.33,36.47,0.0,0.03,85.19,100.0,36000,0,0,0,0,0,0,1,0,1
08/03/2018 23:45,4.86,3.06,0.0,0.0,84.62,100.0,85500,0,0,0,0,1,0,0,0,0
05/05/2018 15:30,3.13,0.0,17.14,0.0,100.0,17.96,55800,1,0,1,0,0,0,0,0,0
17/03/2018 22:30,3.06,3.53,0.0,0.0,65.5,100.0,81000,1,0,1,0,0,0,0,0,1
04/11/2018 16:30,71.53,18.07,0.0,0.03,96.95,100.0,59400,1,0,0,1,0,0,0,0,1
10/03/2018 11:30,9.43,0.0,5.9,0.0,100.0,84.77,41400,1,0,1,0,0,0,0,1,0
21/08/2018 17:30,38.74,12.13,0.18,0.02,95.43,100.0,63000,0,0,0,0,0,1,0,0,1
15/07/2018 16:00,88.27,30.13,0.0,0.04,94.64,100.0,57600,1,0,0,1,0,0,0,1,0
07/07/2018 00:45,3.1,5.29,0.0,0.0,50.56,100.0,2700,1,0,1,0,0,0,0,0,0
01/07/2018 20:45,3.06,0.0,17.39,0.0,100.0,17.33,74700,1,0,0,1,0,0,0,0,0
26/04/2018 06:00,3.17,4.79,0.0,0.0,55.19,100.0,21600,0,0,0,0,1,0,0,0,0
19/09/2018 04:15,3.89,7.02,0.0,0.0,48.47,100.0,15300,0,0,0,0,0,0,1,0,0
26/07/2018 13:45,56.12,18.86,0.0,0.03,94.79,100.0,49500,0,0,0,0,1,0,0,1,0
24/10/2018 08:00,4.18,6.66,0.0,0.0,53.16,100.0,28800,0,0,0,0,0,0,1,0,0
22/11/2018 15:45,80.57,44.42,0.0,0.04,87.57,100.0,56700,0,0,0,0,1,0,0,0,1
14/11/2018 23:45,4.72,5.58,0.0,0.0,64.58,100.0,85500,0,0,0,0,0,0,1,0,0
20/09/2018 11:30,49.1,27.25,0.0,0.02,87.44,100.0,41400,0,0,0,0,1,0,0,1,0
27/06/2018 18:00,42.91,7.27,0.18,0.02,98.59,100.0,64800,0,0,0,0,0,0,1,0,1
25/11/2018 02:30,2.84,2.34,0.04,0.0,77.18,99.99,9000,1,0,0,1,0,0,0,0,0
06/06/2018 18:45,3.85,0.0,14.15,0.0,100.0,26.25,67500,0,0,0,0,0,0,1,0,1
28/09/2018 07:30,3.06,5.51,0.0,0.0,48.55,100.0,27000,0,1,0,0,0,0,0,0,0
28/11/2018 21:30,5.54,0.0,20.09,0.0,100.0,26.58,77400,0,0,0,0,0,0,1,0,1
23/09/2018 04:30,2.63,5.08,0.0,0.0,45.98,100.0,16200,1,0,0,1,0,0,0,0,0
14/03/2018 17:30,90.43,26.21,0.0,0.04,96.05,100.0,63000,0,0,0,0,0,0,1,0,1
15/09/2018 03:45,2.63,5.11,0.0,0.0,45.76,100.0,13500,1,0,1,0,0,0,0,0,0
21/11/2018 20:00,119.45,52.67,0.0,0.05,91.5,100.0,72000,0,0,0,0,0,0,1,1,0
07/07/2018 08:30,110.27,65.3,0.0,0.05,86.04,100.0,30600,1,0,1,0,0,0,0,0,0
29/12/2018 08:15,2.95,1.94,0.22,0.0,83.55,99.72,29700,1,0,1,0,0,0,0,0,0
24/07/2018 17:15,54.94,18.04,0.0,0.03,95.01,100.0,62100,0,0,0,0,0,1,0,0,1
02/06/2018 22:00,3.2,0.0,16.16,0.0,100.0,19.42,79200,1,0,1,0,0,0,0,0,0
15/05/2018 11:00,71.57,35.86,0.0,0.03,89.41,100.0,39600,0,0,0,0,0,1,0,1,0
18/11/2018 00:30,3.2,5.18,0.0,0.0,52.56,100.0,1800,1,0,0,1,0,0,0,0,0
08/03/2018 07:45,5.76,2.77,0.04,0.0,90.12,100.0,27900,0,0,0,0,1,0,0,0,0
01/02/2018 21:15,103.97,25.34,0.0,0.05,97.16,100.0,76500,0,0,0,0,1,0,0,0,1
30/03/2018 17:30,65.74,28.19,0.0,0.03,91.91,100.0,63000,0,1,0,0,0,0,0,0,1
27/12/2018 21:00,8.35,0.0,20.99,0.0,100.0,36.96,75600,0,0,0,0,1,0,0,0,1
04/09/2018 16:00,82.15,37.4,0.0,0.04,91.01,100.0,57600,0,0,0,0,0,1,0,1,0
31/08/2018 16:45,51.98,25.92,0.0,0.02,89.49,100.0,60300,0,1,0,0,0,0,0,1,0
12/09/2018 23:30,3.35,6.77,0.0,0.0,44.35,100.0,84600,0,0,0,0,0,0,1,0,0
30/04/2018 13:00,4.97,0.0,20.52,0.0,100.0,23.54,46800,0,0,0,0,0,0,0,0,1
14/11/2018 03:45,3.13,4.97,0.0,0.0,53.29,100.0,13500,0,0,0,0,0,0,1,0,0
24/02/2018 00:15,70.45,36.0,0.0,0.03,89.05,100.0,900,1,0,1,0,0,0,0,0,0
01/07/2018 21:45,3.06,0.0,17.28,0.0,100.0,17.44,78300,1,0,0,1,0,0,0,0,0
28/12/2018 03:15,3.89,2.66,0.32,0.0,82.55,99.66,11700,0,1,0,0,0,0,0,0,0
07/11/2018 00:30,3.56,6.19,0.0,0.0,49.86,100.0,1800,0,0,0,0,0,0,1,0,0
21/11/2018 08:30,50.08,31.97,0.0,0.02,84.29,100.0,30600,0,0,0,0,0,0,1,0,0
27/05/2018 05:45,2.74,4.9,0.0,0.0,48.81,100.0,20700,1,0,0,1,0,0,0,0,0
25/11/2018 14:30,2.95,0.0,13.97,0.0,100.0,20.66,52200,1,0,0,1,0,0,0,0,0
06/10/2018 15:00,108.29,53.71,0.0,0.05,89.59,100.0,54000,1,0,1,0,0,0,0,1,0
28/05/2018 21:00,24.52,1.98,11.27,0.01,99.68,90.86,75600,0,0,0,0,0,0,0,0,1
17/11/2018 14:30,105.08,39.82,0.0,0.05,93.51,100.0,52200,1,0,1,0,0,0,0,0,1
16/06/2018 11:45,5.44,0.0,6.52,0.0,100.0,64.06,42300,1,0,1,0,0,0,0,1,0
22/04/2018 05:15,3.1,4.36,0.0,0.0,57.95,100.0,18900,1,0,0,1,0,0,0,0,0
26/12/2018 03:30,3.28,2.7,0.0,0.0,77.21,100.0,12600,0,0,0,0,0,0,1,0,0
22/04/2018 13:45,32.83,0.94,2.52,0.02,99.96,99.71,49500,1,0,0,1,0,0,0,1,0
26/04/2018 01:15,3.67,3.96,0.0,0.0,67.97,100.0,4500,0,0,0,0,1,0,0,0,0
07/04/2018 23:00,3.06,3.92,0.0,0.0,61.53,100.0,82800,1,0,1,0,0,0,0,0,1
06/01/2018 12:30,4.25,0.0,24.91,0.0,100.0,16.82,45000,1,0,1,0,0,0,0,0,0
20/03/2018 18:45,41.29,6.8,0.94,0.02,98.67,99.97,67500,0,0,0,0,0,1,0,0,1
05/11/2018 09:30,73.48,38.59,0.0,0.03,88.53,100.0,34200,0,0,0,0,0,0,0,0,1
09/08/2018 18:15,51.59,33.05,1.01,0.02,84.2,99.98,65700,0,0,0,0,1,0,0,0,1
23/02/2018 16:45,66.38,31.36,0.0,0.03,90.42,100.0,60300,0,1,0,0,0,0,0,0,1
14/04/2018 20:30,3.38,0.0,17.53,0.0,100.0,18.93,73800,1,0,1,0,0,0,0,0,1
30/04/2018 06:30,3.06,4.18,0.0,0.0,59.07,100.0,23400,0,0,0,0,0,0,0,0,0
28/07/2018 01:30,3.38,5.72,0.0,0.0,50.87,100.0,5400,1,0,1,0,0,0,0,0,0
08/03/2018 01:00,3.1,2.59,0.0,0.0,76.74,100.0,3600,0,0,0,0,1,0,0,0,0
14/07/2018 13:45,34.96,12.78,0.0,0.02,93.92,100.0,49500,1,0,1,0,0,0,0,1,0
24/06/2018 12:15,3.89,0.0,15.84,0.0,100.0,23.85,44100,1,0,0,1,0,0,0,0,1
31/01/2018 07:45,7.88,5.4,0.0,0.0,82.49,100.0,27900,0,0,0,0,0,0,1,0,0
20/11/2018 06:30,2.81,1.8,0.32,0.0,84.21,99.36,23400,0,0,0,0,0,1,0,0,0
28/12/2018 12:15,10.01,0.0,19.87,0.0,100.0,44.99,44100,0,1,0,0,0,0,0,0,1
03/09/2018 19:00,30.53,2.7,0.72,0.01,99.61,99.97,68400,0,0,0,0,0,0,0,0,1
04/10/2018 18:00,51.55,25.63,0.18,0.02,89.54,100.0,64800,0,0,0,0,1,0,0,0,1
11/08/2018 03:45,2.77,5.44,0.0,0.0,45.38,100.0,13500,1,0,1,0,0,0,0,0,0
03/03/2018 20:45,3.17,0.0,17.96,0.0,100.0,17.38,74700,1,0,1,0,0,0,0,0,1
12/01/2018 15:45,112.36,49.82,0.0,0.05,91.42,100.0,56700,0,1,0,0,0,0,0,0,1
27/04/2018 04:30,3.1,3.46,0.0,0.0,66.73,100.0,16200,0,1,0,0,0,0,0,0,0
17/09/2018 14:00,114.12,58.86,0.0,0.05,88.87,100.0,50400,0,0,0,0,0,0,0,1,0
08/09/2018 00:15,3.64,5.94,0.0,0.0,52.25,100.0,900,1,0,1,0,0,0,0,0,0
24/09/2018 04:45,2.66,5.83,0.0,0.0,41.51,100.0,17100,0,0,0,0,0,0,0,0,0
13/11/2018 21:45,32.26,8.96,0.0,0.01,96.35,100.0,78300,0,0,0,0,0,1,0,0,1
06/01/2018 03:00,4.21,5.62,0.0,0.0,59.95,100.0,10800,1,0,1,0,0,0,0,0,0
23/09/2018 19:15,2.81,0.0,11.2,0.0,100.0,24.34,69300,1,0,0,1,0,0,0,0,0
18/05/2018 02:00,3.2,5.18,0.0,0.0,52.56,100.0,7200,0,1,0,0,0,0,0,0,0
07/07/2018 04:45,3.49,5.69,0.0,0.0,52.28,100.0,17100,1,0,1,0,0,0,0,0,0
26/07/2018 03:45,3.17,4.18,0.0,0.0,60.43,100.0,13500,0,0,0,0,1,0,0,0,0
16/04/2018 13:45,55.19,25.34,0.0,0.03,90.88,100.0,49500,0,0,0,0,0,0,0,1,0
01/10/2018 15:30,39.13,20.99,0.0,0.02,88.12,100.0,55800,0,0,0,0,0,0,0,1,0
04/01/2018 00:00,4.64,5.04,0.0,0.0,67.73,100.0,0,0,0,0,0,1,0,0,0,0
23/12/2018 06:45,3.38,2.63,0.0,0.0,78.92,100.0,24300,1,0,0,1,0,0,0,0,0
03/10/2018 23:00,2.77,5.33,0.0,0.0,46.11,100.0,82800,0,0,0,0,0,0,1,0,1
26/06/2018 18:30,31.86,17.64,0.0,0.01,87.49,100.0,66600,0,0,0,0,0,1,0,0,1
18/06/2018 06:15,2.92,3.56,0.0,0.0,63.42,100.0,22500,0,0,0,0,0,0,0,0,0
16/11/2018 22:30,4.07,6.55,0.0,0.0,52.78,100.0,81000,0,1,0,0,0,0,0,1,0
02/09/2018 08:30,50.18,46.58,0.0,0.02,73.29,100.0,30600,1,0,0,1,0,0,0,0,0
06/05/2018 18:15,3.28,0.0,5.9,0.0,100.0,48.59,65700,1,0,0,1,0,0,0,0,0
10/11/2018 18:15,4.61,0.0,7.09,0.0,100.0,54.51,65700,1,0,1,0,0,0,0,1,0
07/09/2018 09:45,103.9,38.74,0.0,0.05,93.7,100.0,35100,0,1,0,0,0,0,0,0,1
20/05/2018 01:45,3.06,5.36,0.0,0.0,49.58,100.0,6300,1,0,0,1,0,0,0,0,0
11/03/2018 19:45,28.15,0.0,9.18,0.01,100.0,95.07,71100,1,0,0,1,0,0,0,0,1
27/02/2018 08:30,61.7,47.16,0.0,0.03,79.45,100.0,30600,0,0,0,0,0,1,0,0,0
11/10/2018 20:30,95.15,48.74,0.0,0.04,89.0,100.0,73800,0,0,0,0,1,0,0,0,1
12/09/2018 02:15,2.88,4.93,0.0,0.0,50.44,100.0,8100,0,0,0,0,0,0,1,0,0
21/05/2018 07:00,3.02,4.86,0.0,0.0,52.78,100.0,25200,0,0,0,0,0,0,0,0,0
20/07/2018 01:45,2.84,0.0,4.72,0.0,100.0,51.56,6300,0,1,0,0,0,0,0,0,0
16/09/2018 21:00,2.99,0.0,11.52,0.0,100.0,25.12,75600,1,0,0,1,0,0,0,0,0
10/10/2018 21:45,11.38,0.18,11.92,0.01,99.99,69.05,78300,0,0,0,0,0,0,1,0,1
01/09/2018 19:45,3.31,0.0,14.83,0.0,100.0,21.78,71100,1,0,1,0,0,0,0,0,1
20/01/2018 02:15,51.55,31.93,0.0,0.02,85.01,100.0,8100,1,0,1,0,0,0,0,0,0
03/05/2018 15:45,82.62,34.63,0.0,0.04,92.23,100.0,56700,0,0,0,0,1,0,0,1,0
31/12/2018 09:30,3.13,0.0,14.62,0.0,100.0,20.93,34200,0,0,0,0,0,0,0,0,0
11/08/2018 22:30,2.88,4.86,0.0,0.0,50.98,100.0,81000,1,0,1,0,0,0,0,0,1
16/04/2018 01:15,3.17,3.78,0.0,0.0,64.26,100.0,4500,0,0,0,0,0,0,0,0,0
31/07/2018 00:15,2.95,4.03,0.0,0.0,59.07,100.0,900,0,0,0,0,0,1,0,0,0
05/07/2018 08:30,71.14,58.75,0.0,0.03,77.11,100.0,30600,0,0,0,0,1,0,0,0,0
15/10/2018 19:00,98.93,41.76,0.0,0.05,92.13,100.0,68400,0,0,0,0,0,0,0,0,1
22/07/2018 11:00,2.92,0.0,7.63,0.0,100.0,35.74,39600,1,0,0,1,0,0,0,0,0
13/12/2018 07:45,5.69,2.7,0.5,0.0,90.34,99.62,27900,0,0,0,0,1,0,0,0,0
12/11/2018 07:15,3.53,3.67,0.0,0.0,69.32,100.0,26100,0,0,0,0,0,0,0,0,0
26/12/2018 00:45,3.2,2.48,0.04,0.0,79.04,99.99,2700,0,0,0,0,0,0,1,0,0
18/09/2018 03:30,2.99,5.44,0.0,0.0,48.17,100.0,12600,0,0,0,0,0,1,0,0,0
17/02/2018 11:30,3.31,0.0,4.46,0.0,100.0,59.6,41400,1,0,1,0,0,0,0,0,0
30/11/2018 17:00,66.13,30.38,0.0,0.03,90.87,100.0,61200,0,1,0,0,0,0,0,0,1
16/10/2018 20:45,45.4,20.45,0.0,0.02,91.18,100.0,74700,0,0,0,0,0,1,0,0,1
12/05/2018 18:15,3.53,0.0,6.44,0.0,100.0,48.07,65700,1,0,1,0,0,0,0,0,1
04/12/2018 15:00,62.96,38.38,0.0,0.03,85.39,100.0,54000,0,0,0,0,0,1,0,0,1
28/03/2018 16:15,67.86,36.29,0.0,0.03,88.18,100.0,58500,0,0,0,0,0,0,1,1,0
25/01/2018 12:00,75.17,44.57,0.0,0.03,86.02,100.0,43200,0,0,0,0,1,0,0,1,0
12/10/2018 21:30,4.21,0.0,17.82,0.0,100.0,22.99,77400,0,1,0,0,0,0,0,0,1
14/07/2018 08:15,22.5,20.99,0.0,0.01,73.12,100.0,29700,1,0,1,0,0,0,0,0,0
14/02/2018 21:15,4.0,0.0,21.82,0.0,100.0,18.03,76500,0,0,0,0,0,0,1,0,0
20/07/2018 05:30,2.77,5.47,0.0,0.0,45.18,100.0,19800,0,1,0,0,0,0,0,0,0
30/11/2018 14:00,48.24,14.11,0.0,0.02,95.98,100.0,50400,0,1,0,0,0,0,0,0,1
06/11/2018 18:45,52.81,28.22,0.0,0.02,88.2,100.0,67500,0,0,0,0,0,1,0,1,0
03/10/2018 22:15,2.74,5.18,0.11,0.0,46.76,99.92,80100,0,0,0,0,0,0,1,0,1
19/11/2018 05:00,3.13,4.86,0.0,0.0,54.15,100.0,18000,0,0,0,0,0,0,0,0,0
25/12/2018 12:45,3.53,0.0,13.32,0.0,100.0,25.62,45900,0,0,0,0,0,1,0,0,0
16/01/2018 15:45,90.4,43.2,0.0,0.04,90.23,100.0,56700,0,0,0,0,0,1,0,0,1
19/05/2018 02:15,2.99,5.04,0.0,0.0,51.02,100.0,8100,1,0,1,0,0,0,0,0,0
19/09/2018 07:45,4.61,6.05,0.0,0.0,60.61,100.0,27900,0,0,0,0,0,0,1,0,0
10/04/2018 03:30,3.56,4.1,0.0,0.0,65.56,100.0,12600,0,0,0,0,0,1,0,0,0
02/10/2018 04:45,2.59,4.61,0.0,0.0,48.98,100.0,17100,0,0,0,0,0,1,0,0,0
11/10/2018 06:30,3.31,6.19,0.0,0.0,47.15,100.0,23400,0,0,0,0,1,0,0,0,0
21/06/2018 01:15,2.92,4.72,0.0,0.0,52.61,100.0,4500,0,0,0,0,1,0,0,0,0
23/05/2018 22:30,3.67,5.29,0.0,0.0,57.0,100.0,81000,0,0,0,0,0,0,1,0,1
25/11/2018 16:30,3.56,0.0,21.92,0.0,100.0,16.03,59400,1,0,0,1,0,0,0,0,0
25/06/2018 02:30,2.92,4.9,0.0,0.0,51.19,100.0,9000,0,0,0,0,0,0,0,0,0
04/11/2018 06:45,3.46,6.91,0.0,0.0,44.77,100.0,24300,1,0,0,1,0,0,0,0,0
16/07/2018 22:15,3.71,0.0,13.82,0.0,100.0,25.93,80100,0,0,0,0,0,0,0,0,1
16/08/2018 14:00,57.89,27.61,0.0,0.03,90.26,100.0,50400,0,0,0,0,1,0,0,1,0
25/11/2018 13:15,3.67,0.0,20.52,0.0,100.0,17.61,47700,1,0,0,1,0,0,0,0,0
22/11/2018 03:00,3.17,3.02,0.0,0.0,72.4,100.0,10800,0,0,0,0,1,0,0,0,0
01/02/2018 09:15,113.0,40.68,0.0,0.05,94.09,100.0,33300,0,0,0,0,1,0,0,0,1
30/03/2018 04:00,2.92,3.82,0.0,0.0,60.73,100.0,14400,0,1,0,0,0,0,0,0,0
02/10/2018 10:30,49.97,26.06,0.0,0.02,88.67,100.0,37800,0,0,0,0,0,1,0,1,0
28/11/2018 12:00,51.77,19.48,0.11,0.02,93.59,100.0,43200,0,0,0,0,0,0,1,1,0
21/03/2018 02:15,3.6,4.18,0.0,0.0,65.26,100.0,8100,0,0,0,0,0,0,1,0,0
11/06/2018 23:00,3.71,5.54,0.0,0.0,55.64,100.0,82800,0,0,0,0,0,0,0,0,1
28/07/2018 05:45,3.24,5.44,0.0,0.0,51.17,100.0,20700,1,0,1,0,0,0,0,0,0
10/01/2018 03:30,4.57,4.57,0.0,0.0,70.71,100.0,12600,0,0,0,0,0,0,1,0,0
31/10/2018 02:15,4.72,5.9,0.0,0.0,62.47,100.0,8100,0,0,0,0,0,0,1,0,0
02/03/2018 20:00,61.45,6.55,0.97,0.03,99.44,99.99,72000,0,1,0,0,0,0,0,0,1
05/01/2018 03:30,4.68,5.04,0.0,0.0,68.05,100.0,12600,0,1,0,0,0,0,0,0,0
07/06/2018 07:30,3.06,5.65,0.0,0.0,47.62,100.0,27000,0,0,0,0,1,0,0,0,0
25/12/2018 02:30,3.17,2.12,0.18,0.0,83.12,99.84,9000,0,0,0,0,0,1,0,0,0
18/07/2018 18:30,3.78,0.0,8.35,0.0,100.0,41.24,66600,0,0,0,0,0,0,1,0,1
26/01/2018 10:30,107.03,34.52,0.0,0.05,95.17,100.0,37800,0,1,0,0,0,0,0,1,0
09/01/2018 19:15,103.68,33.34,0.0,0.05,95.2,100.0,69300,0,0,0,0,0,1,0,1,0
06/09/2018 06:00,2.95,6.26,0.0,0.0,42.63,100.0,21600,0,0,0,0,1,0,0,0,0
14/09/2018 12:00,63.4,52.63,0.0,0.03,76.94,100.0,43200,0,1,0,0,0,0,0,1,0
15/05/2018 03:45,2.88,3.92,0.0,0.0,59.21,100.0,13500,0,0,0,0,0,1,0,0,0
23/11/2018 14:45,72.54,41.47,0.0,0.03,86.81,100.0,53100,0,1,0,0,0,0,0,0,1
19/02/2018 21:30,56.59,6.05,0.9,0.03,99.43,99.99,77400,0,0,0,0,0,0,0,0,1
14/12/2018 12:45,9.61,0.0,19.4,0.0,100.0,44.39,45900,0,1,0,0,0,0,0,0,1
29/06/2018 04:15,3.02,4.79,0.0,0.0,53.33,100.0,15300,0,1,0,0,0,0,0,0,0
09/09/2018 11:15,20.66,1.08,3.17,0.01,99.86,98.84,40500,1,0,0,1,0,0,0,1,0
05/12/2018 16:30,64.91,30.35,0.0,0.03,90.59,100.0,59400,0,0,0,0,0,0,1,0,1
03/01/2018 20:15,41.0,5.62,0.54,0.02,99.07,99.99,72900,0,0,0,0,0,0,1,0,1
17/07/2018 09:30,82.3,67.86,0.0,0.04,77.15,100.0,34200,0,0,0,0,0,1,0,0,1
10/05/2018 00:15,3.56,3.1,0.0,0.0,75.41,100.0,900,0,0,0,0,1,0,0,0,0
17/09/2018 01:45,3.28,6.23,0.0,0.0,46.59,100.0,6300,0,0,0,0,0,0,0,0,0
14/04/2018 16:45,36.0,0.47,2.81,0.02,99.99,99.7,60300,1,0,1,0,0,0,0,1,0
26/12/2018 06:30,3.92,3.56,0.04,0.0,74.03,99.99,23400,0,0,0,0,0,0,1,0,0
25/07/2018 17:00,90.9,31.72,0.0,0.04,94.42,100.0,61200,0,0,0,0,0,0,1,1,0
27/03/2018 15:45,36.5,3.2,0.5,0.02,99.62,99.99,56700,0,0,0,0,0,1,0,1,0
07/08/2018 07:15,3.13,4.64,0.0,0.0,55.92,100.0,26100,0,0,0,0,0,1,0,0,0
02/04/2018 21:15,4.36,0.0,26.21,0.0,100.0,16.41,76500,0,0,0,0,0,0,0,0,1
09/10/2018 05:45,2.63,4.54,0.0,0.0,50.13,100.0,20700,0,0,0,0,0,1,0,0,0
10/08/2018 08:00,6.34,7.06,0.0,0.0,66.81,100.0,28800,0,1,0,0,0,0,0,0,0
06/03/2018 09:30,104.4,39.38,0.0,0.05,93.56,100.0,34200,0,0,0,0,0,1,0,0,1
17/06/2018 22:15,2.95,0.86,10.58,0.0,96.0,26.86,80100,1,0,0,1,0,0,0,0,0
18/12/2018 02:30,4.14,3.6,0.04,0.0,75.46,100.0,9000,0,0,0,0,0,1,0,0,0
05/07/2018 13:30,64.76,27.0,0.0,0.03,92.3,100.0,48600,0,0,0,0,1,0,0,1,0
03/12/2018 23:45,4.61,4.32,0.0,0.0,72.97,100.0,85500,0,0,0,0,0,0,0,0,0
06/02/2018 15:30,50.69,7.63,0.0,0.02,98.89,100.0,55800,0,0,0,0,0,1,0,0,1
20/11/2018 10:15,54.79,21.85,0.0,0.03,92.89,100.0,36900,0,0,0,0,0,1,0,1,0
05/11/2018 05:15,2.95,4.21,0.0,0.0,57.39,100.0,18900,0,0,0,0,0,0,0,0,0
14/04/2018 11:00,37.62,0.68,1.69,0.02,99.98,99.9,39600,1,0,1,0,0,0,0,1,0
12/09/2018 03:45,4.32,7.06,0.0,0.0,52.19,100.0,13500,0,0,0,0,0,0,1,0,0
03/03/2018 20:15,3.17,0.0,18.07,0.0,100.0,17.28,72900,1,0,1,0,0,0,0,0,1
25/06/2018 01:45,3.31,4.32,0.0,0.0,60.82,100.0,6300,0,0,0,0,0,0,0,0,0
25/01/2018 17:00,96.84,47.88,0.0,0.04,89.64,100.0,61200,0,0,0,0,1,0,0,0,1
07/08/2018 01:00,2.81,5.76,0.0,0.0,43.85,100.0,3600,0,0,0,0,0,1,0,0,0
08/02/2018 02:15,6.12,6.77,0.0,0.0,67.06,100.0,8100,0,0,0,0,1,0,0,0,0
25/01/2018 13:30,78.7,35.89,0.0,0.04,90.99,100.0,48600,0,0,0,0,1,0,0,0,1
21/12/2018 03:45,3.24,2.34,0.11,0.0,81.07,99.94,13500,0,1,0,0,0,0,0,0,0
13/01/2018 23:45,4.61,4.07,0.0,0.0,74.96,100.0,85500,1,0,1,0,0,0,0,0,0
15/04/2018 22:45,3.13,3.96,0.0,0.0,62.01,100.0,81900,1,0,0,1,0,0,0,0,0
