date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Maximum_Load,Load_Type_Medium_Load
12/06/2018 00:45,4.72,7.85,0.0,0.0,51.53,100.0,2700,0,0,0,0,0,1,0,0,0
22/07/2018 16:15,2.99,0.0,16.96,0.0,100.0,17.36,58500,1,0,0,1,0,0,0,0,0
27/10/2018 11:15,46.58,19.69,0.0,0.02,92.11,100.0,40500,1,0,1,0,0,0,0,1,0
25/04/2018 15:30,75.38,36.5,0.0,0.03,90.0,100.0,55800,0,0,0,0,0,0,1,1,0
13/03/2018 18:30,46.87,37.12,0.0,0.02,78.39,100.0,66600,0,0,0,0,0,1,0,0,1
07/09/2018 08:00,3.06,4.61,0.0,0.0,55.3,100.0,28800,0,1,0,0,0,0,0,0,0
26/10/2018 23:45,3.67,6.77,0.0,0.0,47.66,100.0,85500,0,1,0,0,0,0,0,0,0
02/12/2018 07:45,3.46,3.6,0.0,0.0,69.29,100.0,27900,1,0,0,1,0,0,0,0,0
08/11/2018 14:00,62.53,33.3,0.0,0.03,88.26,100.0,50400,0,0,0,0,1,0,0,0,1
21/04/2018 07:00,2.99,3.96,0.0,0.0,60.26,100.0,25200,1,0,1,0,0,0,0,0,0
29/04/2018 04:45,2.59,3.6,0.0,0.0,58.4,100.0,17100,1,0,0,1,0,0,0,0,0
14/07/2018 19:15,2.92,0.0,16.99,0.0,100.0,16.94,69300,1,0,1,0,0,0,0,0,1
16/07/2018 06:30,3.35,4.54,0.0,0.0,59.37,100.0,23400,0,0,0,0,0,0,0,0,0
10/09/2018 21:45,4.1,0.0,17.17,0.0,100.0,23.23,78300,0,0,0,0,0,0,0,0,1
01/03/2018 22:45,3.6,3.13,0.0,0.0,75.47,100.0,81900,0,0,0,0,1,0,0,0,1
07/03/2018 09:45,111.67,39.46,0.0,0.05,94.29,100.0,35100,0,0,0,0,0,0,1,0,1
24/05/2018 04:30,2.95,4.64,0.0,0.0,53.65,100.0,16200,0,0,0,0,1,0,0,0,0
15/01/2018 19:45,68.54,30.85,0.0,0.03,91.19,100.0,71100,0,0,0,0,0,0,0,1,0
26/11/2018 04:15,3.46,2.95,0.0,0.0,76.1,100.0,15300,0,0,0,0,0,0,0,0,0
01/08/2018 06:45,2.66,4.79,0.0,0.0,48.55,100.0,24300,0,0,0,0,0,0,1,0,0
14/03/2018 04:30,3.24,4.72,0.0,0.0,56.59,100.0,16200,0,0,0,0,0,0,1,0,0
28/01/2018 17:30,30.46,1.19,2.63,0.01,99.92,99.63,63000,1,0,0,1,0,0,0,1,0
19/05/2018 08:30,44.89,45.36,0.0,0.02,70.34,100.0,30600,1,0,1,0,0,0,0,0,0
09/12/2018 05:45,3.13,2.09,0.18,0.0,83.16,99.84,20700,1,0,0,1,0,0,0,0,0
21/05/2018 01:45,2.99,4.82,0.0,0.0,52.71,100.0,6300,0,0,0,0,0,0,0,0,0
04/09/2018 06:45,2.63,5.08,0.0,0.0,45.98,100.0,24300,0,0,0,0,0,1,0,0,0
31/05/2018 16:15,52.99,21.02,0.0,0.02,92.95,100.0,58500,0,0,0,0,1,0,0,1,0
08/01/2018 10:45,139.39,58.9,0.0,0.06,92.11,100.0,38700,0,0,0,0,0,0,0,1,0
25/02/2018 20:30,4.72,0.0,23.22,0.0,100.0,19.92,73800,1,0,0,1,0,0,0,0,0
29/10/2018 04:15,2.74,5.15,0.0,0.0,46.97,100.0,15300,0,0,0,0,0,0,0,0,0
12/02/2018 17:45,62.71,16.56,0.0,0.03,96.69,100.0,63900,0,0,0,0,0,0,0,1,0
17/01/2018 19:00,40.07,0.79,1.55,0.02,99.98,99.93,68400,0,0,0,0,0,0,1,1,0
14/07/2018 15:15,73.26,23.22,0.0,0.03,95.33,100.0,54900,1,0,1,0,0,0,0,1,0
05/12/2018 11:30,60.3,30.53,0.0,0.03,89.22,100.0,41400,0,0,0,0,0,0,1,1,0
10/01/2018 19:15,5.29,0.0,26.82,0.0,100.0,19.35,69300,0,0,0,0,0,0,1,1,0
27/01/2018 08:15,29.56,18.4,0.0,0.01,84.9,100.0,29700,1,0,1,0,0,0,0,0,0
08/04/2018 14:00,29.05,0.0,9.18,0.01,100.0,95.35,50400,1,0,0,1,0,0,0,1,0
16/08/2018 01:45,2.7,4.75,0.0,0.0,49.42,100.0,6300,0,0,0,0,1,0,0,0,0
07/11/2018 08:45,64.4,46.62,0.0,0.03,81.0,100.0,31500,0,0,0,0,0,0,1,0,0
01/01/2018 13:30,3.64,0.0,16.74,0.0,100.0,21.25,48600,0,0,0,0,0,0,0,0,0
14/08/2018 23:00,2.77,5.08,0.0,0.0,47.87,100.0,82800,0,0,0,0,0,1,0,0,1
26/09/2018 06:45,2.52,5.4,0.0,0.0,42.29,100.0,24300,0,0,0,0,0,0,1,0,0
23/08/2018 17:45,31.54,0.36,2.56,0.01,99.99,99.67,63900,0,0,0,0,1,0,0,0,1
17/07/2018 21:00,9.86,0.0,20.56,0.0,100.0,43.24,75600,0,0,0,0,0,1,0,0,1
01/12/2018 08:30,4.72,4.43,0.04,0.0,72.92,100.0,30600,1,0,1,0,0,0,0,0,0
30/08/2018 14:00,50.33,32.72,0.0,0.02,83.84,100.0,50400,0,0,0,0,1,0,0,1,0
08/06/2018 06:45,2.88,6.19,0.0,0.0,42.18,100.0,24300,0,1,0,0,0,0,0,0,0
18/01/2018 14:15,93.31,32.08,0.0,0.04,94.57,100.0,51300,0,0,0,0,1,0,0,0,1
21/12/2018 11:45,57.85,23.98,0.0,0.03,92.38,100.0,42300,0,1,0,0,0,0,0,1,0
13/05/2018 18:15,3.53,0.0,6.05,0.0,100.0,50.4,65700,1,0,0,1,0,0,0,0,0
21/04/2018 09:45,36.43,3.13,0.47,0.02,99.63,99.99,35100,1,0,1,0,0,0,0,0,1
25/08/2018 02:45,3.38,4.57,0.0,0.0,59.46,100.0,9900,1,0,1,0,0,0,0,0,0
04/11/2018 23:45,2.92,4.07,0.0,0.0,58.29,100.0,85500,1,0,0,1,0,0,0,0,0
14/06/2018 16:00,62.17,26.06,0.0,0.03,92.23,100.0,57600,0,0,0,0,1,0,0,1,0
10/09/2018 06:15,2.7,5.54,0.0,0.0,43.81,100.0,22500,0,0,0,0,0,0,0,0,0
12/11/2018 17:30,108.97,44.75,0.04,0.05,92.5,100.0,63000,0,0,0,0,0,0,0,1,0
15/05/2018 09:45,68.72,35.03,0.0,0.03,89.09,100.0,35100,0,0,0,0,0,1,0,0,1
12/04/2018 20:30,33.84,0.54,3.1,0.02,99.99,99.58,73800,0,0,0,0,1,0,0,0,1
20/12/2018 03:15,4.1,3.2,0.22,0.0,78.83,99.86,11700,0,0,0,0,1,0,0,0,0
22/07/2018 18:00,3.06,0.0,16.24,0.0,100.0,18.52,64800,1,0,0,1,0,0,0,0,0
30/06/2018 15:30,58.21,26.42,0.0,0.03,91.06,100.0,55800,1,0,1,0,0,0,0,1,0
12/07/2018 03:00,3.02,5.11,0.0,0.0,50.88,100.0,10800,0,0,0,0,1,0,0,0,0
11/05/2018 06:45,3.06,4.5,0.0,0.0,56.23,100.0,24300,0,1,0,0,0,0,0,0,0
04/05/2018 04:30,3.02,3.71,0.0,0.0,63.13,100.0,16200,0,1,0,0,0,0,0,0,0
22/03/2018 14:00,57.17,18.22,0.0,0.03,95.28,100.0,50400,0,0,0,0,1,0,0,1,0
02/03/2018 12:30,4.75,0.0,26.21,0.0,100.0,17.83,45000,0,1,0,0,0,0,0,0,1
21/09/2018 16:45,3.35,0.0,18.47,0.0,100.0,17.85,60300,0,1,0,0,0,0,0,1,0
25/10/2018 18:15,51.98,30.46,0.0,0.02,86.28,100.0,65700,0,0,0,0,1,0,0,0,1
08/02/2018 11:15,56.16,33.44,0.0,0.03,85.92,100.0,40500,0,0,0,0,1,0,0,1,0
10/03/2018 10:45,9.83,0.0,23.83,0.0,100.0,38.13,38700,1,0,1,0,0,0,0,1,0
13/02/2018 04:15,5.9,5.69,0.0,0.0,71.98,100.0,15300,0,0,0,0,0,1,0,0,0
08/09/2018 20:30,2.99,0.0,11.52,0.0,100.0,25.12,73800,1,0,1,0,0,0,0,0,1
03/09/2018 11:15,59.94,29.34,0.0,0.03,89.82,100.0,40500,0,0,0,0,0,0,0,1,0
28/06/2018 05:45,2.95,5.04,0.0,0.0,50.51,100.0,20700,0,0,0,0,1,0,0,0,0
13/01/2018 15:00,79.81,20.66,0.0,0.04,96.81,100.0,54000,1,0,1,0,0,0,0,0,1
01/12/2018 01:45,3.92,3.28,0.14,0.0,76.69,99.94,6300,1,0,1,0,0,0,0,0,0
15/02/2018 10:30,3.35,0.0,17.39,0.0,100.0,18.92,37800,0,0,0,0,1,0,0,0,0
28/12/2018 20:00,5.15,0.0,21.71,0.0,100.0,23.08,72000,0,1,0,0,0,0,0,1,0
06/10/2018 02:30,2.92,6.08,0.0,0.0,43.29,100.0,9000,1,0,1,0,0,0,0,0,0
18/06/2018 22:00,3.82,0.0,20.95,0.0,100.0,17.94,79200,0,0,0,0,0,0,0,0,1
09/02/2018 13:45,66.28,28.19,0.0,0.03,92.02,100.0,49500,0,1,0,0,0,0,0,0,1
10/02/2018 19:30,4.36,0.0,21.89,0.0,100.0,19.53,70200,1,0,1,0,0,0,0,0,0
20/12/2018 08:45,66.96,47.16,0.0,0.03,81.76,100.0,31500,0,0,0,0,1,0,0,0,0
24/06/2018 01:30,2.56,3.28,0.0,0.0,61.53,100.0,5400,1,0,0,1,0,0,0,0,0
20/09/2018 16:15,65.23,39.46,0.0,0.03,85.56,100.0,58500,0,0,0,0,1,0,0,1,0
11/12/2018 04:15,4.18,3.89,0.0,0.0,73.2,100.0,15300,0,0,0,0,0,1,0,0,0
22/02/2018 12:15,18.86,8.32,18.25,0.01,91.49,71.86,44100,0,0,0,0,1,0,0,0,1
28/05/2018 00:30,2.95,5.54,0.0,0.0,47.0,100.0,1800,0,0,0,0,0,0,0,0,0
21/11/2018 01:45,2.95,1.87,0.36,0.0,84.46,99.26,6300,0,0,0,0,0,0,1,0,0
26/02/2018 08:45,67.18,47.3,0.0,0.03,81.77,100.0,31500,0,0,0,0,0,0,0,0,0
15/04/2018 13:30,3.24,0.0,17.6,0.0,100.0,18.1,48600,1,0,0,1,0,0,0,0,0
15/10/2018 02:45,2.84,5.18,0.0,0.0,48.07,100.0,9900,0,0,0,0,0,0,0,0,0
25/05/2018 02:15,2.99,3.92,0.0,0.0,60.65,100.0,8100,0,1,0,0,0,0,0,0,0
24/12/2018 11:30,53.21,15.34,0.0,0.02,96.09,100.0,41400,0,0,0,0,0,0,0,1,0
11/04/2018 21:30,5.22,0.0,26.71,0.0,100.0,19.18,77400,0,0,0,0,0,0,1,0,1
14/02/2018 14:45,3.85,0.0,22.72,0.0,100.0,16.71,53100,0,0,0,0,0,0,1,0,0
09/10/2018 14:30,66.17,49.57,0.0,0.03,80.03,100.0,52200,0,0,0,0,0,1,0,1,0
18/12/2018 22:30,5.18,3.74,0.0,0.0,81.08,100.0,81000,0,0,0,0,0,1,0,1,0
09/11/2018 06:00,2.84,4.14,0.0,0.0,56.57,100.0,21600,0,1,0,0,0,0,0,0,0
03/07/2018 17:45,43.7,4.21,0.47,0.02,99.54,99.99,63900,0,0,0,0,0,1,0,0,1
11/07/2018 16:45,49.28,13.5,0.0,0.02,96.45,100.0,60300,0,0,0,0,0,0,1,1,0
30/05/2018 21:15,7.56,0.0,23.51,0.0,100.0,30.61,76500,0,0,0,0,0,0,1,0,1
23/11/2018 05:30,2.99,1.84,0.43,0.0,85.17,98.98,19800,0,1,0,0,0,0,0,0,0
03/02/2018 05:00,5.9,4.79,0.0,0.0,77.64,100.0,18000,1,0,1,0,0,0,0,0,0
21/11/2018 17:30,115.49,49.97,0.0,0.05,91.78,100.0,63000,0,0,0,0,0,0,1,1,0
09/01/2018 12:45,8.6,0.0,25.78,0.0,100.0,31.64,45900,0,0,0,0,0,1,0,0,1
12/07/2018 03:15,2.99,5.11,0.0,0.0,50.5,100.0,11700,0,0,0,0,1,0,0,0,0
18/10/2018 16:30,68.08,44.71,0.0,0.03,83.59,100.0,59400,0,0,0,0,1,0,0,1,0
19/03/2018 03:00,3.1,3.71,0.0,0.0,64.12,100.0,10800,0,0,0,0,0,0,0,0,0
27/06/2018 03:30,2.81,4.03,0.0,0.0,57.2,100.0,12600,0,0,0,0,0,0,1,0,0
27/01/2018 21:30,4.43,0.0,16.92,0.0,100.0,25.33,77400,1,0,1,0,0,0,0,0,1
25/09/2018 04:45,2.66,5.76,0.0,0.0,41.93,100.0,17100,0,0,0,0,0,1,0,0,0
06/04/2018 22:00,6.84,0.0,24.41,0.0,100.0,26.98,79200,0,1,0,0,0,0,0,0,1
06/09/2018 19:30,49.9,25.6,0.0,0.02,88.97,100.0,70200,0,0,0,0,1,0,0,0,1
26/01/2018 06:15,39.74,31.07,0.0,0.02,78.78,100.0,22500,0,1,0,0,0,0,0,0,0
02/05/2018 21:15,5.33,0.0,25.6,0.0,100.0,20.38,76500,0,0,0,0,0,0,1,0,1
25/04/2018 05:30,3.31,3.92,0.0,0.0,64.52,100.0,19800,0,0,0,0,0,0,1,0,0
17/07/2018 15:45,104.58,33.12,0.0,0.05,95.33,100.0,56700,0,0,0,0,0,1,0,1,0
14/08/2018 10:45,106.49,46.76,0.0,0.05,91.56,100.0,38700,0,0,0,0,0,1,0,1,0
09/06/2018 23:00,2.77,4.9,0.0,0.0,49.21,100.0,82800,1,0,1,0,0,0,0,0,0
15/07/2018 04:00,2.84,5.18,0.0,0.0,48.07,100.0,14400,1,0,0,1,0,0,0,0,0
20/09/2018 18:30,52.81,38.88,0.0,0.02,80.53,100.0,66600,0,0,0,0,1,0,0,0,1
14/06/2018 07:30,3.31,4.46,0.0,0.0,59.6,100.0,27000,0,0,0,0,1,0,0,0,0
07/01/2018 08:30,3.35,4.03,0.0,0.0,63.92,100.0,30600,1,0,0,1,0,0,0,0,0
21/05/2018 11:30,58.68,49.75,0.0,0.03,76.28,100.0,41400,0,0,0,0,0,0,0,1,0
09/08/2018 04:15,2.77,5.36,0.0,0.0,45.91,100.0,15300,0,0,0,0,1,0,0,0,0
24/02/2018 12:00,47.7,16.96,0.68,0.02,94.22,99.99,43200,1,0,1,0,0,0,0,1,0
02/06/2018 02:15,2.92,5.04,0.0,0.0,50.13,100.0,8100,1,0,1,0,0,0,0,0,0
21/09/2018 23:15,2.88,5.11,0.0,0.0,49.1,100.0,83700,0,1,0,0,0,0,0,0,0
19/04/2018 13:30,61.99,29.34,0.0,0.03,90.39,100.0,48600,0,0,0,0,1,0,0,1,0
19/05/2018 04:30,3.02,5.11,0.0,0.0,50.88,100.0,16200,1,0,1,0,0,0,0,0,0
07/07/2018 08:15,39.53,29.92,0.0,0.02,79.74,100.0,29700,1,0,1,0,0,0,0,0,0
01/06/2018 12:45,6.19,0.0,23.51,0.0,100.0,25.46,45900,0,1,0,0,0,0,0,0,1
15/08/2018 03:00,2.81,4.36,0.0,0.0,54.17,100.0,10800,0,0,0,0,0,0,1,0,0
04/08/2018 06:15,2.84,6.37,0.0,0.0,40.72,100.0,22500,1,0,1,0,0,0,0,0,0
03/05/2018 09:45,78.19,29.66,0.0,0.04,93.5,100.0,35100,0,0,0,0,1,0,0,0,1
17/02/2018 12:15,3.49,0.0,12.78,0.0,100.0,26.34,44100,1,0,1,0,0,0,0,0,0
26/10/2018 16:15,50.44,24.44,0.0,0.02,89.99,100.0,58500,0,1,0,0,0,0,0,1,0
17/11/2018 01:15,3.96,6.3,0.0,0.0,53.22,100.0,4500,1,0,1,0,0,0,0,0,0
29/11/2018 09:00,100.58,27.36,0.0,0.05,96.49,100.0,32400,0,0,0,0,1,0,0,0,0
05/10/2018 20:30,58.9,39.53,0.0,0.03,83.03,100.0,73800,0,1,0,0,0,0,0,0,1
11/05/2018 14:30,58.18,22.14,0.0,0.03,93.46,100.0,52200,0,1,0,0,0,0,0,1,0
12/08/2018 03:30,2.77,5.54,0.0,0.0,44.72,100.0,12600,1,0,0,1,0,0,0,0,0
06/05/2018 23:15,3.06,3.92,0.0,0.0,61.53,100.0,83700,1,0,0,1,0,0,0,0,0
21/11/2018 00:00,3.71,3.06,0.0,0.0,77.14,100.0,0,0,0,0,0,0,0,1,0,0
08/03/2018 05:30,3.13,2.38,0.04,0.0,79.6,99.99,19800,0,0,0,0,1,0,0,0,0
30/06/2018 19:45,3.74,0.0,21.2,0.0,100.0,17.37,71100,1,0,1,0,0,0,0,0,1
01/11/2018 23:00,3.67,7.63,0.0,0.0,43.35,100.0,82800,0,0,0,0,1,0,0,1,0
01/05/2018 13:00,3.17,0.0,16.52,0.0,100.0,18.85,46800,0,0,0,0,0,1,0,0,0
01/10/2018 18:00,26.75,6.98,0.5,0.01,96.76,99.98,64800,0,0,0,0,0,0,0,0,1
13/07/2018 03:00,3.2,4.64,0.0,0.0,56.77,100.0,10800,0,1,0,0,0,0,0,0,0
03/09/2018 22:30,3.31,6.62,0.0,0.0,44.72,100.0,81000,0,0,0,0,0,0,0,0,1
28/06/2018 03:45,2.88,4.5,0.0,0.0,53.91,100.0,13500,0,0,0,0,1,0,0,0,0
11/02/2018 11:30,4.61,0.0,7.38,0.0,100.0,52.98,41400,1,0,0,1,0,0,0,0,0
05/05/2018 11:30,2.99,0.0,5.62,0.0,100.0,46.97,41400,1,0,1,0,0,0,0,0,0
25/11/2018 00:30,3.28,2.88,0.0,0.0,75.14,100.0,1800,1,0,0,1,0,0,0,0,0
17/06/2018 17:15,2.95,0.0,17.17,0.0,100.0,16.93,62100,1,0,0,1,0,0,0,0,0
17/01/2018 02:00,4.68,4.93,0.0,0.0,68.85,100.0,7200,0,0,0,0,0,0,1,0,0
15/04/2018 17:15,3.35,0.0,17.24,0.0,100.0,19.07,62100,1,0,0,1,0,0,0,0,0
24/12/2018 12:45,6.48,0.0,21.2,0.0,100.0,29.23,45900,0,0,0,0,0,0,0,0,1
28/02/2018 08:00,8.64,7.81,0.0,0.0,74.18,100.0,28800,0,0,0,0,0,0,1,0,0
01/01/2018 05:45,3.28,3.49,0.0,0.0,68.48,100.0,20700,0,0,0,0,0,0,0,0,0
08/07/2018 18:00,3.74,0.0,21.17,0.0,100.0,17.4,64800,1,0,0,1,0,0,0,0,1
16/09/2018 05:15,2.7,5.04,0.0,0.0,47.22,100.0,18900,1,0,0,1,0,0,0,0,0
15/08/2018 11:30,113.98,63.4,0.0,0.05,87.39,100.0,41400,0,0,0,0,0,0,1,1,0
14/06/2018 07:00,2.84,4.5,0.0,0.0,53.37,100.0,25200,0,0,0,0,1,0,0,0,0
28/04/2018 06:45,3.46,3.67,0.0,0.0,68.6,100.0,24300,1,0,1,0,0,0,0,0,0
18/12/2018 02:00,4.1,3.71,0.0,0.0,74.15,100.0,7200,0,0,0,0,0,1,0,0,0
19/09/2018 10:00,36.72,8.71,0.0,0.02,97.3,100.0,36000,0,0,0,0,0,0,1,0,1
01/01/2018 02:45,3.46,4.03,0.0,0.0,65.14,100.0,9900,0,0,0,0,0,0,0,0,0
23/04/2018 13:15,54.04,21.42,0.43,0.02,92.96,100.0,47700,0,0,0,0,0,0,0,1,0
16/08/2018 08:15,69.08,53.21,0.0,0.03,79.22,100.0,29700,0,0,0,0,1,0,0,0,0
17/05/2018 05:45,3.13,5.54,0.0,0.0,49.19,100.0,20700,0,0,0,0,1,0,0,0,0
23/08/2018 05:15,3.13,5.94,0.0,0.0,46.62,100.0,18900,0,0,0,0,1,0,0,0,0
01/08/2018 18:30,2.63,0.0,5.44,0.0,100.0,43.53,66600,0,0,0,0,0,0,1,0,0
04/01/2018 22:00,5.15,0.0,25.85,0.0,100.0,19.54,79200,0,0,0,0,1,0,0,0,1
17/12/2018 16:30,82.33,48.85,0.0,0.04,86.0,100.0,59400,0,0,0,0,0,0,0,0,1
10/01/2018 17:45,129.38,53.57,0.0,0.06,92.39,100.0,63900,0,0,0,0,0,0,1,1,0
18/07/2018 19:00,3.38,0.0,25.52,0.0,100.0,13.13,68400,0,0,0,0,0,0,1,0,1
07/07/2018 06:15,3.1,5.94,0.0,0.0,46.27,100.0,22500,1,0,1,0,0,0,0,0,0
12/12/2018 18:00,30.53,2.74,2.59,0.01,99.6,99.64,64800,0,0,0,0,0,0,1,1,0
26/08/2018 14:30,5.15,0.0,18.68,0.0,100.0,26.58,52200,1,0,0,1,0,0,0,1,0
13/01/2018 04:30,4.75,4.28,0.0,0.0,74.29,100.0,16200,1,0,1,0,0,0,0,0,0
27/07/2018 03:15,2.88,6.01,0.0,0.0,43.21,100.0,11700,0,1,0,0,0,0,0,0,0
08/06/2018 00:30,3.42,5.04,0.0,0.0,56.15,100.0,1800,0,1,0,0,0,0,0,0,0
17/10/2018 23:00,3.64,5.87,0.0,0.0,52.7,100.0,82800,0,0,0,0,0,0,1,0,1
04/09/2018 12:45,4.32,0.0,14.15,0.0,100.0,29.2,45900,0,0,0,0,0,1,0,0,1
20/09/2018 12:30,10.15,0.22,8.68,0.0,99.98,76.0,45000,0,0,0,0,1,0,0,0,1
29/12/2018 17:45,4.1,0.0,21.06,0.0,100.0,19.11,63900,1,0,1,0,0,0,0,0,0
23/09/2018 17:45,2.81,0.0,10.98,0.0,100.0,24.79,63900,1,0,0,1,0,0,0,0,0
28/07/2018 11:45,57.89,39.13,0.0,0.03,82.85,100.0,42300,1,0,1,0,0,0,0,1,0
02/12/2018 07:15,3.38,3.24,0.0,0.0,72.19,100.0,26100,1,0,0,1,0,0,0,0,0
15/12/2018 16:15,3.35,0.0,14.87,0.0,100.0,21.98,58500,1,0,1,0,0,0,0,0,0
11/01/2018 20:00,117.36,43.74,0.0,0.05,93.7,100.0,72000,0,0,0,0,1,0,0,1,0
11/11/2018 11:00,2.95,0.0,11.92,0.0,100.0,24.02,39600,1,0,0,1,0,0,0,0,0
13/04/2018 19:30,34.63,0.4,3.6,0.02,99.99,99.46,70200,0,1,0,0,0,0,0,0,1
01/07/2018 15:30,3.56,0.0,25.52,0.0,100.0,13.82,55800,1,0,0,1,0,0,0,0,0
25/03/2018 23:00,3.13,3.64,0.0,0.0,65.2,100.0,82800,1,0,0,1,0,0,0,0,1
10/04/2018 12:45,5.87,0.0,25.85,0.0,100.0,22.14,45900,0,0,0,0,0,1,0,0,1
10/08/2018 02:00,2.66,4.9,0.0,0.0,47.71,100.0,7200,0,1,0,0,0,0,0,0,0
06/06/2018 15:45,95.26,46.94,0.0,0.04,89.7,100.0,56700,0,0,0,0,0,0,1,1,0
14/12/2018 01:30,5.36,3.1,0.0,0.0,86.56,100.0,5400,0,1,0,0,0,0,0,0,0
12/04/2018 00:30,3.67,5.29,0.0,0.0,57.0,100.0,1800,0,0,0,0,1,0,0,0,0
18/12/2018 06:30,3.38,2.2,0.22,0.0,83.81,99.79,23400,0,0,0,0,0,1,0,0,0
26/07/2018 00:15,2.63,4.0,0.0,0.0,54.94,100.0,900,0,0,0,0,1,0,0,0,0
03/10/2018 15:45,58.0,35.03,0.0,0.03,85.6,100.0,56700,0,0,0,0,0,0,1,1,0
27/05/2018 20:15,3.2,0.0,16.13,0.0,100.0,19.46,72900,1,0,0,1,0,0,0,0,0
28/07/2018 09:00,35.75,8.21,0.0,0.02,97.46,100.0,32400,1,0,1,0,0,0,0,0,0
14/07/2018 02:45,2.88,4.28,0.0,0.0,55.83,100.0,9900,1,0,1,0,0,0,0,0,0
28/10/2018 15:15,3.06,0.0,10.48,0.0,100.0,28.03,54900,1,0,0,1,0,0,0,0,0
15/07/2018 02:15,2.84,0.0,4.79,0.0,100.0,51.0,8100,1,0,0,1,0,0,0,0,0
07/12/2018 14:00,55.98,15.3,0.0,0.03,96.46,100.0,50400,0,1,0,0,0,0,0,0,1
22/09/2018 16:00,3.06,0.0,13.14,0.0,100.0,22.68,57600,1,0,1,0,0,0,0,0,0
20/08/2018 06:30,2.63,4.93,0.0,0.0,47.07,100.0,23400,0,0,0,0,0,0,0,0,0
01/08/2018 02:15,2.74,4.57,0.0,0.0,51.42,100.0,8100,0,0,0,0,0,0,1,0,0
22/07/2018 20:00,3.02,0.0,16.74,0.0,100.0,17.75,72000,1,0,0,1,0,0,0,0,0
26/12/2018 05:15,3.2,2.52,0.04,0.0,78.56,99.99,18900,0,0,0,0,0,0,1,0,0
05/01/2018 13:30,124.63,41.83,0.0,0.06,94.8,100.0,48600,0,1,0,0,0,0,0,0,1
25/09/2018 13:45,2.63,0.0,11.63,0.0,100.0,22.06,49500,0,0,0,0,0,1,0,0,0
07/07/2018 07:15,3.02,4.5,0.0,0.0,55.73,100.0,26100,1,0,1,0,0,0,0,0,0
25/04/2018 06:30,3.1,4.1,0.0,0.0,60.31,100.0,23400,0,0,0,0,0,0,1,0,0
28/12/2018 12:45,7.27,0.0,22.64,0.0,100.0,30.57,45900,0,1,0,0,0,0,0,0,1
07/03/2018 00:30,4.9,4.57,0.0,0.0,73.13,100.0,1800,0,0,0,0,0,0,1,0,0
26/08/2018 07:00,2.74,5.58,0.0,0.0,44.08,100.0,25200,1,0,0,1,0,0,0,0,0
19/12/2018 02:30,5.26,3.42,0.04,0.0,83.84,100.0,9000,0,0,0,0,0,0,1,0,0
