date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Maximum_Load,Load_Type_Medium_Load
11/03/2018 09:15,31.07,0.32,8.5,0.01,99.99,96.46,33300,1,0,0,1,0,0,0,0,1
10/08/2018 09:30,55.08,24.41,0.0,0.03,91.42,100.0,34200,0,1,0,0,0,0,0,0,1
10/08/2018 06:45,2.66,5.26,0.0,0.0,45.13,100.0,24300,0,1,0,0,0,0,0,0,0
11/12/2018 16:45,75.46,41.22,0.0,0.03,87.76,100.0,60300,0,0,0,0,0,1,0,0,1
01/05/2018 19:15,3.17,0.0,16.6,0.0,100.0,18.76,69300,0,0,0,0,0,1,0,0,0
07/10/2018 11:45,2.63,0.0,10.58,0.0,100.0,24.12,42300,1,0,0,1,0,0,0,0,0
24/10/2018 21:30,3.82,0.0,17.21,0.0,100.0,21.67,77400,0,0,0,0,0,0,1,0,1
13/08/2018 00:00,2.84,5.0,0.0,0.0,49.39,100.0,0,0,0,0,0,0,0,0,0,0
13/02/2018 12:00,97.45,47.2,0.0,0.04,90.0,100.0,43200,0,0,0,0,0,1,0,1,0
13/11/2018 17:15,92.56,41.18,0.0,0.04,91.37,100.0,62100,0,0,0,0,0,1,0,1,0
04/06/2018 00:00,3.56,4.82,0.0,0.0,59.41,100.0,0,0,0,0,0,0,0,0,0,0
07/03/2018 11:30,61.31,37.12,0.0,0.03,85.54,100.0,41400,0,0,0,0,0,0,1,1,0
22/02/2018 07:30,4.03,3.53,0.0,0.0,75.22,100.0,27000,0,0,0,0,1,0,0,0,0
12/05/2018 18:45,3.67,0.0,17.46,0.0,100.0,20.57,67500,1,0,1,0,0,0,0,0,1
28/09/2018 14:00,64.87,43.63,0.0,0.03,82.98,100.0,50400,0,1,0,0,0,0,0,1,0
07/01/2018 16:15,4.21,0.0,23.8,0.0,100.0,17.42,58500,1,0,0,1,0,0,0,0,0
29/10/2018 10:30,113.51,44.32,0.0,0.05,93.15,100.0,37800,0,0,0,0,0,0,0,1,0
13/11/2018 13:45,78.84,22.82,0.0,0.04,96.06,100.0,49500,0,0,0,0,0,1,0,0,1
11/07/2018 23:45,2.92,4.14,0.0,0.0,57.64,100.0,85500,0,0,0,0,0,0,1,0,0
10/06/2018 23:00,2.84,5.36,0.0,0.0,46.82,100.0,82800,1,0,0,1,0,0,0,0,0
03/10/2018 11:15,62.89,40.07,0.0,0.03,84.34,100.0,40500,0,0,0,0,0,0,1,1,0
03/10/2018 21:15,2.92,0.0,11.38,0.0,100.0,24.85,76500,0,0,0,0,0,0,1,0,1
11/10/2018 03:45,3.06,6.16,0.0,0.0,44.49,100.0,13500,0,0,0,0,1,0,0,0,0
30/01/2018 13:45,58.68,16.34,0.0,0.03,96.33,100.0,49500,0,0,0,0,0,1,0,0,1
24/01/2018 09:15,79.27,35.89,0.0,0.04,91.1,100.0,33300,0,0,0,0,0,0,1,0,1
25/09/2018 04:15,2.59,5.65,0.0,0.0,41.67,100.0,15300,0,0,0,0,0,1,0,0,0
22/02/2018 19:45,99.47,40.03,0.0,0.05,92.77,100.0,71100,0,0,0,0,1,0,0,1,0
18/07/2018 01:45,2.77,0.0,5.33,0.0,100.0,46.11,6300,0,0,0,0,0,0,1,0,0
23/10/2018 19:00,47.02,31.28,0.0,0.02,83.26,100.0,68400,0,0,0,0,0,1,0,0,1
01/10/2018 22:15,3.2,6.8,0.11,0.0,42.58,99.94,80100,0,0,0,0,0,0,0,0,1
14/11/2018 08:00,4.79,5.29,0.0,0.0,67.12,100.0,28800,0,0,0,0,0,0,1,0,0
13/01/2018 01:30,4.64,3.89,0.0,0.0,76.63,100.0,5400,1,0,1,0,0,0,0,0,0
04/02/2018 20:30,4.18,0.0,17.53,0.0,100.0,23.19,73800,1,0,0,1,0,0,0,0,0
09/03/2018 23:15,3.74,3.56,0.0,0.0,72.43,100.0,83700,0,1,0,0,0,0,0,0,0
12/11/2018 14:30,59.29,34.2,0.0,0.03,86.62,100.0,52200,0,0,0,0,0,0,0,0,1
14/09/2018 00:30,4.25,6.62,0.0,0.0,54.02,100.0,1800,0,1,0,0,0,0,0,0,0
05/10/2018 08:15,29.84,26.93,0.0,0.01,74.24,100.0,29700,0,1,0,0,0,0,0,0,0
09/12/2018 01:15,3.78,3.42,0.04,0.0,74.15,99.99,4500,1,0,0,1,0,0,0,0,0
12/05/2018 04:15,2.95,3.85,0.0,0.0,60.82,100.0,15300,1,0,1,0,0,0,0,0,0
16/01/2018 20:45,93.85,50.4,0.0,0.04,88.1,100.0,74700,0,0,0,0,0,1,0,0,1
06/09/2018 09:45,50.9,29.66,0.0,0.02,86.4,100.0,35100,0,0,0,0,1,0,0,0,1
05/09/2018 09:45,103.54,50.08,0.0,0.05,90.02,100.0,35100,0,0,0,0,0,0,1,0,1
05/01/2018 22:45,4.14,4.21,0.0,0.0,70.12,100.0,81900,0,1,0,0,0,0,0,1,0
23/05/2018 03:45,3.06,5.08,0.0,0.0,51.6,100.0,13500,0,0,0,0,0,0,1,0,0
13/10/2018 19:15,3.6,0.0,18.04,0.0,100.0,19.57,69300,1,0,1,0,0,0,0,0,1
06/02/2018 08:00,8.5,4.21,0.0,0.0,89.61,100.0,28800,0,0,0,0,0,1,0,0,0
11/06/2018 11:15,133.85,81.18,0.0,0.06,85.5,100.0,40500,0,0,0,0,0,0,0,1,0
06/03/2018 19:45,64.19,26.5,0.0,0.03,92.43,100.0,71100,0,0,0,0,0,1,0,0,1
27/06/2018 16:30,44.06,17.82,0.0,0.02,92.7,100.0,59400,0,0,0,0,0,0,1,1,0
07/07/2018 12:45,5.69,0.0,23.51,0.0,100.0,23.52,45900,1,0,1,0,0,0,0,0,1
08/09/2018 06:00,3.17,5.69,0.0,0.0,48.67,100.0,21600,1,0,1,0,0,0,0,0,0
21/09/2018 06:30,2.95,5.33,0.0,0.0,48.42,100.0,23400,0,1,0,0,0,0,0,0,0
28/03/2018 06:45,2.99,3.31,0.0,0.0,67.03,100.0,24300,0,0,0,0,0,0,1,0,0
12/02/2018 05:30,4.36,4.43,0.0,0.0,70.15,100.0,19800,0,0,0,0,0,0,0,0,0
05/11/2018 12:15,6.16,0.0,17.03,0.0,100.0,34.01,44100,0,0,0,0,0,0,0,0,1
04/10/2018 01:45,2.81,5.29,0.0,0.0,46.91,100.0,6300,0,0,0,0,1,0,0,0,0
11/01/2018 19:15,107.75,34.45,0.0,0.05,95.25,100.0,69300,0,0,0,0,1,0,0,1,0
18/12/2018 21:45,4.39,0.0,21.6,0.0,100.0,19.92,78300,0,0,0,0,0,1,0,0,1
26/05/2018 00:00,2.74,4.36,0.0,0.0,53.21,100.0,0,1,0,1,0,0,0,0,0,0
15/09/2018 08:30,33.44,32.4,0.0,0.02,71.82,100.0,30600,1,0,1,0,0,0,0,0,0
12/02/2018 17:00,67.5,22.14,0.04,0.03,95.02,100.0,61200,0,0,0,0,0,0,0,0,1
27/04/2018 01:45,4.72,4.72,0.0,0.0,70.71,100.0,6300,0,1,0,0,0,0,0,0,0
03/04/2018 05:00,3.1,4.07,0.0,0.0,60.59,100.0,18000,0,0,0,0,0,1,0,0,0
17/07/2018 08:15,32.83,37.33,0.0,0.02,66.04,100.0,29700,0,0,0,0,0,1,0,0,0
06/04/2018 06:30,3.42,4.82,0.0,0.0,57.87,100.0,23400,0,1,0,0,0,0,0,0,0
13/08/2018 22:15,3.89,1.26,3.13,0.0,95.13,77.91,80100,0,0,0,0,0,0,0,0,1
03/03/2018 01:45,3.38,2.95,0.0,0.0,75.34,100.0,6300,1,0,1,0,0,0,0,0,0
10/10/2018 10:00,87.52,42.26,0.0,0.04,90.05,100.0,36000,0,0,0,0,0,0,1,0,1
18/09/2018 20:30,43.78,14.98,0.0,0.02,94.61,100.0,73800,0,0,0,0,0,1,0,0,1
11/08/2018 00:15,2.66,4.93,0.0,0.0,47.48,100.0,900,1,0,1,0,0,0,0,0,0
04/05/2018 21:45,3.89,0.0,25.42,0.0,100.0,15.13,78300,0,1,0,0,0,0,0,0,1
27/12/2018 13:15,40.57,3.31,0.61,0.02,99.67,99.99,47700,0,0,0,0,1,0,0,0,1
14/08/2018 21:45,3.89,0.0,14.9,0.0,100.0,25.26,78300,0,0,0,0,0,1,0,0,1
14/10/2018 19:45,2.95,0.0,11.48,0.0,100.0,24.89,71100,1,0,0,1,0,0,0,0,0
13/08/2018 06:45,2.74,5.18,0.0,0.0,46.76,100.0,24300,0,0,0,0,0,0,0,0,0
14/01/2018 15:00,31.57,0.65,2.52,0.01,99.98,99.68,54000,1,0,0,1,0,0,0,0,1
03/03/2018 21:45,3.2,0.0,17.96,0.0,100.0,17.54,78300,1,0,1,0,0,0,0,0,1
16/04/2018 18:45,40.1,5.87,0.68,0.02,98.95,99.99,67500,0,0,0,0,0,0,0,0,1
22/01/2018 07:15,4.25,4.0,0.0,0.0,72.82,100.0,26100,0,0,0,0,0,0,0,0,0
27/05/2018 15:45,3.02,0.0,16.56,0.0,100.0,17.94,56700,1,0,0,1,0,0,0,0,0
11/05/2018 12:45,5.04,0.0,26.28,0.0,100.0,18.83,45900,0,1,0,0,0,0,0,0,1
13/05/2018 17:00,3.13,0.0,16.88,0.0,100.0,18.23,61200,1,0,0,1,0,0,0,0,0
08/05/2018 00:45,3.6,3.6,0.0,0.0,70.71,100.0,2700,0,0,0,0,0,1,0,0,0
03/03/2018 09:00,38.63,10.26,3.17,0.02,96.65,99.66,32400,1,0,1,0,0,0,0,0,0
07/04/2018 13:30,41.72,1.66,4.14,0.02,99.92,99.51,48600,1,0,1,0,0,0,0,1,0
23/04/2018 03:00,3.17,4.36,0.0,0.0,58.81,100.0,10800,0,0,0,0,0,0,0,0,0
18/09/2018 01:45,2.95,5.26,0.0,0.0,48.92,100.0,6300,0,0,0,0,0,1,0,0,0
11/12/2018 11:45,84.24,45.54,0.0,0.04,87.97,100.0,42300,0,0,0,0,0,1,0,1,0
11/03/2018 10:15,33.84,1.3,1.37,0.02,99.93,99.92,36900,1,0,0,1,0,0,0,1,0
29/06/2018 23:30,3.38,3.85,0.0,0.0,65.97,100.0,84600,0,1,0,0,0,0,0,0,0
10/04/2018 19:30,45.32,14.33,0.0,0.02,95.35,100.0,70200,0,0,0,0,0,1,0,0,1
13/11/2018 21:30,31.14,8.71,0.0,0.01,96.3,100.0,77400,0,0,0,0,0,1,0,0,1
15/03/2018 18:45,53.68,30.17,0.0,0.02,87.17,100.0,67500,0,0,0,0,1,0,0,0,1
06/02/2018 20:30,39.24,0.32,4.25,0.02,100.0,99.42,73800,0,0,0,0,0,1,0,0,1
27/06/2018 04:30,2.84,4.32,0.0,0.0,54.93,100.0,16200,0,0,0,0,0,0,1,0,0
19/03/2018 23:15,3.67,4.64,0.0,0.0,62.04,100.0,83700,0,0,0,0,0,0,0,0,0
16/05/2018 16:15,95.08,40.14,0.0,0.04,92.13,100.0,58500,0,0,0,0,0,0,1,1,0
24/03/2018 20:30,3.35,0.0,17.42,0.0,100.0,18.88,73800,1,0,1,0,0,0,0,0,1
05/07/2018 01:30,3.13,4.72,0.0,0.0,55.27,100.0,5400,0,0,0,0,1,0,0,0,0
05/03/2018 15:00,46.62,6.84,0.0,0.02,98.94,100.0,54000,0,0,0,0,0,0,0,1,0
29/03/2018 23:30,3.46,4.18,0.0,0.0,63.76,100.0,84600,0,0,0,0,1,0,0,0,0
07/02/2018 23:00,32.72,23.94,0.0,0.02,80.7,100.0,82800,0,0,0,0,0,0,1,1,0
09/01/2018 14:30,127.73,45.54,0.0,0.06,94.19,100.0,52200,0,0,0,0,0,1,0,0,1
13/05/2018 16:15,3.13,0.0,16.92,0.0,100.0,18.19,58500,1,0,0,1,0,0,0,0,0
17/09/2018 09:00,56.34,31.25,0.0,0.03,87.45,100.0,32400,0,0,0,0,0,0,0,0,0
18/04/2018 04:30,3.1,3.35,0.0,0.0,67.92,100.0,16200,0,0,0,0,0,0,1,0,0
01/09/2018 04:30,3.02,5.58,0.0,0.0,47.6,100.0,16200,1,0,1,0,0,0,0,0,0
22/06/2018 06:30,2.99,5.44,0.0,0.0,48.17,100.0,23400,0,1,0,0,0,0,0,0,0
15/08/2018 15:15,72.32,28.3,0.0,0.03,93.12,100.0,54900,0,0,0,0,0,0,1,1,0
02/04/2018 09:45,61.31,30.78,0.0,0.03,89.37,100.0,35100,0,0,0,0,0,0,0,0,1
14/11/2018 10:45,58.1,29.59,0.0,0.03,89.11,100.0,38700,0,0,0,0,0,0,1,1,0
12/06/2018 08:15,69.73,48.46,0.0,0.03,82.12,100.0,29700,0,0,0,0,0,1,0,0,0
16/10/2018 01:15,3.74,7.81,0.0,0.0,43.19,100.0,4500,0,0,0,0,0,1,0,0,0
17/03/2018 07:00,3.06,3.53,0.0,0.0,65.5,100.0,25200,1,0,1,0,0,0,0,0,0
21/05/2018 02:30,2.95,4.82,0.0,0.0,52.2,100.0,9000,0,0,0,0,0,0,0,0,0
22/12/2018 17:00,4.68,0.0,20.16,0.0,100.0,22.61,61200,1,0,1,0,0,0,0,0,0
23/11/2018 08:30,82.4,66.17,0.0,0.04,77.97,100.0,30600,0,1,0,0,0,0,0,0,0
19/03/2018 19:45,48.46,14.22,0.0,0.02,95.95,100.0,71100,0,0,0,0,0,0,0,0,1
20/05/2018 19:15,4.0,0.0,15.98,0.0,100.0,24.28,69300,1,0,0,1,0,0,0,0,1
14/04/2018 04:30,3.1,4.21,0.0,0.0,59.29,100.0,16200,1,0,1,0,0,0,0,0,0
29/03/2018 13:15,41.83,17.53,5.87,0.02,92.23,99.03,47700,0,0,0,0,1,0,0,1,0
28/01/2018 15:00,30.06,0.79,2.81,0.01,99.97,99.57,54000,1,0,0,1,0,0,0,0,1
13/09/2018 03:15,2.74,4.9,0.0,0.0,48.81,100.0,11700,0,0,0,0,1,0,0,0,0
09/10/2018 16:00,85.1,38.3,0.0,0.04,91.19,100.0,57600,0,0,0,0,0,1,0,1,0
11/06/2018 03:30,2.92,5.33,0.0,0.0,48.05,100.0,12600,0,0,0,0,0,0,0,0,0
16/02/2018 08:00,3.02,3.35,0.0,0.0,66.96,100.0,28800,0,1,0,0,0,0,0,0,0
22/05/2018 08:30,24.41,19.44,0.0,0.01,78.22,100.0,30600,0,0,0,0,0,1,0,0,0
29/07/2018 22:30,2.77,5.08,0.0,0.0,47.87,100.0,81000,1,0,0,1,0,0,0,0,1
31/12/2018 01:30,3.71,2.92,0.14,0.0,78.58,99.93,5400,0,0,0,0,0,0,0,0,0
30/07/2018 13:30,60.41,30.38,0.0,0.03,89.34,100.0,48600,0,0,0,0,0,0,0,1,0
02/01/2018 16:00,129.31,61.16,0.0,0.0,90.4,100.0,57600,0,0,0,0,0,1,0,0,1
17/03/2018 13:00,3.85,0.0,17.35,0.0,100.0,21.66,46800,1,0,1,0,0,0,0,0,1
28/02/2018 11:45,61.96,37.26,0.0,0.03,85.7,100.0,42300,0,0,0,0,0,0,1,1,0
19/07/2018 11:45,100.3,77.58,0.0,0.05,79.1,100.0,42300,0,0,0,0,1,0,0,1,0
19/05/2018 15:15,39.17,6.37,0.0,0.02,98.7,100.0,54900,1,0,1,0,0,0,0,1,0
17/07/2018 14:30,104.94,35.32,0.0,0.05,94.78,100.0,52200,0,0,0,0,0,1,0,1,0
01/01/2018 23:30,3.24,2.95,0.0,0.0,73.94,100.0,84600,0,0,0,0,0,0,0,0,0
29/05/2018 12:45,5.04,0.0,25.09,0.0,100.0,19.69,45900,0,0,0,0,0,1,0,0,1
21/07/2018 12:15,4.25,2.09,3.74,0.0,89.74,75.07,44100,1,0,1,0,0,0,0,0,1
30/10/2018 17:45,30.1,0.43,2.7,0.01,99.99,99.6,63900,0,0,0,0,0,1,0,0,1
04/10/2018 18:45,58.1,41.29,0.0,0.03,81.51,100.0,67500,0,0,0,0,1,0,0,0,1
15/04/2018 19:45,3.31,0.0,17.64,0.0,100.0,18.44,71100,1,0,0,1,0,0,0,0,0
02/06/2018 23:45,2.88,5.29,0.0,0.0,47.82,100.0,85500,1,0,1,0,0,0,0,0,0
01/12/2018 01:15,4.03,3.02,0.29,0.0,80.02,99.74,4500,1,0,1,0,0,0,0,0,0
17/02/2018 00:15,3.17,3.46,0.0,0.0,67.55,100.0,900,1,0,1,0,0,0,0,0,0
25/07/2018 21:15,6.16,0.0,24.59,0.0,100.0,24.3,76500,0,0,0,0,0,0,1,0,1
19/07/2018 05:15,2.7,4.82,0.0,0.0,48.87,100.0,18900,0,0,0,0,1,0,0,0,0
28/06/2018 09:00,36.79,11.38,0.14,0.02,95.53,100.0,32400,0,0,0,0,1,0,0,0,0
21/12/2018 17:30,45.86,10.55,0.07,0.02,97.45,100.0,63000,0,1,0,0,0,0,0,1,0
09/10/2018 22:15,3.46,6.8,0.07,0.0,45.35,99.98,80100,0,0,0,0,0,1,0,0,1
07/11/2018 16:30,50.76,27.36,0.0,0.02,88.03,100.0,59400,0,0,0,0,0,0,1,0,1
13/06/2018 00:30,3.46,4.46,0.0,0.0,61.3,100.0,1800,0,0,0,0,0,0,1,0,0
28/04/2018 01:30,3.24,2.81,0.0,0.0,75.55,100.0,5400,1,0,1,0,0,0,0,0,0
11/05/2018 12:00,54.79,40.28,0.0,0.03,80.57,100.0,43200,0,1,0,0,0,0,0,1,0
02/04/2018 23:15,4.75,5.04,0.0,0.0,68.59,100.0,83700,0,0,0,0,0,0,0,0,0
13/10/2018 15:00,56.52,23.44,0.0,0.03,92.37,100.0,54000,1,0,1,0,0,0,0,1,0
23/07/2018 17:45,29.92,0.04,5.83,0.01,100.0,98.15,63900,0,0,0,0,0,0,0,0,1
09/06/2018 17:30,3.06,0.0,16.52,0.0,100.0,18.21,63000,1,0,1,0,0,0,0,0,0
12/02/2018 12:15,15.52,3.74,19.04,0.01,97.22,63.18,44100,0,0,0,0,0,0,0,0,1
15/10/2018 10:45,86.33,42.12,0.0,0.04,89.87,100.0,38700,0,0,0,0,0,0,0,1,0
08/05/2018 01:00,3.64,3.64,0.0,0.0,70.71,100.0,3600,0,0,0,0,0,1,0,0,0
16/01/2018 11:00,83.38,36.65,0.0,0.04,91.55,100.0,39600,0,0,0,0,0,1,0,1,0
26/04/2018 22:15,3.82,1.44,14.83,0.0,93.57,24.94,80100,0,0,0,0,1,0,0,0,1
12/06/2018 12:15,20.41,1.12,11.23,0.01,99.85,87.61,44100,0,0,0,0,0,1,0,0,1
16/02/2018 16:30,3.42,0.0,16.88,0.0,100.0,19.86,59400,0,1,0,0,0,0,0,0,0
20/01/2018 23:00,28.08,21.78,0.0,0.01,79.02,100.0,82800,1,0,1,0,0,0,0,1,0
23/02/2018 19:15,51.34,9.76,0.0,0.02,98.24,100.0,69300,0,1,0,0,0,0,0,1,0
12/01/2018 17:30,131.33,57.56,0.0,0.06,91.59,100.0,63000,0,1,0,0,0,0,0,1,0
25/09/2018 15:15,2.74,0.0,11.48,0.0,100.0,23.22,54900,0,0,0,0,0,1,0,0,0
01/01/2018 14:15,3.64,0.0,16.67,0.0,100.0,21.33,51300,0,0,0,0,0,0,0,0,0
16/08/2018 13:00,4.61,0.0,13.9,0.0,100.0,31.48,46800,0,0,0,0,1,0,0,0,1
21/11/2018 10:45,69.66,31.03,0.0,0.03,91.35,100.0,38700,0,0,0,0,0,0,1,1,0
20/01/2018 11:15,51.52,26.75,0.0,0.02,88.75,100.0,40500,1,0,1,0,0,0,0,1,0
20/03/2018 19:30,40.32,2.12,1.12,0.02,99.86,99.96,70200,0,0,0,0,0,1,0,0,1
02/09/2018 23:15,2.66,4.1,0.0,0.0,54.43,100.0,83700,1,0,0,1,0,0,0,0,0
06/04/2018 19:00,82.91,14.8,0.04,0.04,98.44,100.0,68400,0,1,0,0,0,0,0,0,1
02/09/2018 13:45,52.2,25.67,0.0,0.02,89.74,100.0,49500,1,0,0,1,0,0,0,1,0
22/02/2018 08:00,7.78,4.79,0.0,0.0,85.15,100.0,28800,0,0,0,0,1,0,0,0,0
27/07/2018 08:45,50.4,46.69,0.0,0.02,73.36,100.0,31500,0,1,0,0,0,0,0,0,0
01/03/2018 23:15,3.78,3.24,0.0,0.0,75.93,100.0,83700,0,0,0,0,1,0,0,0,0
27/05/2018 19:15,3.38,0.0,18.4,0.0,100.0,18.07,69300,1,0,0,1,0,0,0,0,0
17/02/2018 08:15,3.13,4.03,0.0,0.0,61.34,100.0,29700,1,0,1,0,0,0,0,0,0
22/09/2018 07:00,2.56,4.82,0.0,0.0,46.91,100.0,25200,1,0,1,0,0,0,0,0,0
28/12/2018 15:15,44.6,9.83,0.54,0.02,97.66,99.99,54900,0,1,0,0,0,0,0,0,1
16/06/2018 07:30,3.17,5.65,0.0,0.0,48.93,100.0,27000,1,0,1,0,0,0,0,0,0
12/07/2018 21:45,3.64,0.0,24.52,0.0,100.0,14.68,78300,0,0,0,0,1,0,0,0,1
01/09/2018 06:45,3.53,6.08,0.0,0.0,50.21,100.0,24300,1,0,1,0,0,0,0,0,0
28/06/2018 16:00,39.06,13.36,0.0,0.02,94.62,100.0,57600,0,0,0,0,1,0,0,1,0
15/06/2018 22:15,3.74,1.19,10.15,0.0,95.29,34.57,80100,0,1,0,0,0,0,0,0,1
24/01/2018 01:15,32.15,22.9,0.0,0.01,81.45,100.0,4500,0,0,0,0,0,0,1,0,0
26/01/2018 16:30,126.29,44.46,0.0,0.06,94.33,100.0,59400,0,1,0,0,0,0,0,0,1
19/09/2018 03:00,2.74,5.15,0.0,0.0,46.97,100.0,10800,0,0,0,0,0,0,1,0,0
01/08/2018 23:30,2.66,4.25,0.0,0.0,53.05,100.0,84600,0,0,0,0,0,0,1,0,0
02/12/2018 01:30,4.43,3.74,0.0,0.0,76.41,100.0,5400,1,0,0,1,0,0,0,0,0
16/02/2018 22:45,3.13,3.56,0.0,0.0,66.03,100.0,81900,0,1,0,0,0,0,0,0,0
